"headword","pos","dialect_id","jsonb_data"
"Namibia","name","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""Namibia (a country in Southern Africa)""], ""parts_of_speech"": [""name""], ""ipa"": [""/nà.mí.bí.à/""], ""examples"": [], ""dialect_assigned_default"": true}"
"mi","noun","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""The name of the Latin script letter M/m."", ""me (first-person singular non-honorific object pronoun following a high-tone monosyllabic verb)"", ""me (first-person singular non-honorific object pronoun following a low- or mid-tone monosyllabic verb)"", ""my (first-person singular possessive pronoun)"", ""to breathe"", ""to shake"", ""to swallow"", ""to move"", ""to oscillate"", ""alternative form of mo (“I”)"", ""The syllable used to represent the high-tone and its diacritic (´)""], ""parts_of_speech"": [""noun"", ""pron"", ""det"", ""verb""], ""ipa"": [""/mĩ́/"", ""/mĩ̄/"", ""/mĩ̀/"", ""/mĩ́/"", ""/mĩ̄/"", ""/mĩ̀/"", ""/mĩ́/"", ""/mĩ̄/"", ""/mĩ̀/"", ""/mĩ́/"", ""/mĩ̄/"", ""/mĩ̀/"", ""/mĩ́/"", ""/mĩ̄/"", ""/mĩ̀/"", ""/mĩ́/"", ""/mĩ̄/"", ""/mĩ̀/"", ""/mĩ́/"", ""/mĩ̄/"", ""/mĩ̀/"", ""/mĩ́/"", ""/mĩ̄/"", ""/mĩ̀/"", ""/mĩ́/"", ""/mĩ̄/"", ""/mĩ̀/"", ""/mĩ́/"", ""/mĩ̄/"", ""/mĩ̀/""], ""examples"": [], ""dialect_assigned_default"": true}"
"ami","noun","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""sign, mark, symbol"", ""amen, ameen"", ""spy""], ""parts_of_speech"": [""noun"", ""intj""], ""ipa"": [""/à.mĩ̀/"", ""/à.mĩ́/"", ""/ā.mĩ́/""], ""examples"": [""Àmì ìbẹ̀rẹ̀ òjò rírọ̀ ni awọ àwọsánmà tó ń bẹ lójú ọ̀run""], ""dialect_assigned_default"": true}"
"Romania","name","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""Romania (a country in Southeast Europe)""], ""parts_of_speech"": [""name""], ""ipa"": [""/ɾò.má.ní.à/""], ""examples"": [], ""dialect_assigned_default"": true}"
"Togo","name","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""Togo (a country in West Africa)""], ""parts_of_speech"": [""name""], ""ipa"": [""/tó.ɡò/""], ""examples"": [], ""dialect_assigned_default"": true}"
"Somalia","name","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""Somalia (a country in East Africa, in the Horn of Africa)""], ""parts_of_speech"": [""name""], ""ipa"": [""/sò.má.lí.à/""], ""examples"": [], ""dialect_assigned_default"": true}"
"win","verb","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""to aim at a target with a projectile"", ""to borrow"", ""to lend, loan"", ""to be near or close to something""], ""parts_of_speech"": [""verb""], ""ipa"": [""/wĩ̀/"", ""/wĩ́/"", ""/wĩ́/""], ""examples"": [], ""dialect_assigned_default"": true}"
"Fiji","name","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""Fiji (a country and archipelago of over 300 islands in Melanesia in Oceania)""], ""parts_of_speech"": [""name""], ""ipa"": [""/fí.d͡ʒì/""], ""examples"": [], ""dialect_assigned_default"": true}"
"ao","noun","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""Ekiti form of awó (“guinea fowl; (in particular) Western crested guineafowl”)"", ""slap"", ""alternative form of awo (“secret, that which is secretive”)"", ""alternative form of awo (“cult, sect; especially pertaining to Ifa or the Ifa oracle”)"", ""alternative form of awo (“the worship of Ifá”)"", ""alternative form of awo (“priest of Ifá or Ọrúnmìlà”)"", ""alternative form of awo (“respected member of a guild; especially one of musicians and dramatists”)"", ""a prefix in given names and surnames used by Ifa priests and their descendants"", ""Ekiti form of àwo (“plate”)"", ""Ekiti form of awò (“lens”)""], ""parts_of_speech"": [""noun""], ""ipa"": [""/ā.ó/"", ""/à.ó/"", ""/ā.ō/"", ""/à.ō/"", ""/ā.ò/""], ""examples"": [], ""dialect_assigned_default"": true}"
"age","noun","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""kettle""], ""parts_of_speech"": [""noun""], ""ipa"": [""/à.ɡé/""], ""examples"": [], ""dialect_assigned_default"": true}"
