"headword","pos","dialect_id","jsonb_data"
"Sai anbatta akan nemi mashiggi","proverb","8","{""source"": ""Hausa Proverbs"", ""genre"": ""proverb"", ""english_translation"": ""One  only  seeks  a  guide  when  one  has  lost  the road."", ""note"": ""Mashiggi,  a  guide."", ""proverb_number"": 39, ""origin"": ""Merrick, G. (1905). Hausa Proverbs. Public domain (archive.org/details/hausaproverbs00merrrich)."", ""license"": ""Public Domain"", ""dialect_assigned_default"": true}"
"Zaki ba na seye ba, ba a-rena gwanda'n","proverb","8","{""source"": ""Hausa Proverbs"", ""genre"": ""proverb"", ""english_translation"": ""daji."", ""note"": ""Sweet  food  that  has  cost  you  nothing  is  not  to  be despised  even  if  it  is  only  a  bush  pawpaw. Zaki  has  the  guttural  \""  kaf,\""  and  means  sweet  food."", ""proverb_number"": 40, ""origin"": ""Merrick, G. (1905). Hausa Proverbs. Public domain (archive.org/details/hausaproverbs00merrrich)."", ""license"": ""Public Domain"", ""dialect_assigned_default"": true}"
"Gaadu ba na uwa ba, ba na uba ba, en","proverb","8","{""source"": ""Hausa Proverbs"", ""genre"": ""proverb"", ""english_translation"": ""anbaka  alura  ka  gode."", ""note"": ""An  inheritance,  which  does  not  come  either  from your  mother  or  your  father,  you  are  thankful for  it  even  if  it  is  only  a  needle."", ""proverb_number"": 41, ""origin"": ""Merrick, G. (1905). Hausa Proverbs. Public domain (archive.org/details/hausaproverbs00merrrich)."", ""license"": ""Public Domain"", ""dialect_assigned_default"": true}"
"Babba juji ne, kowa ya zo da shaara sai ya","proverb","8","{""source"": ""Hausa Proverbs"", ""genre"": ""proverb"", ""english_translation"": ""zubar. The  chief  (or  head  of  the  family)  is  like  a  dust-heap, every  one  comes  with  his   sweepings  and deposits  them. The  master  is  the  recipient  of  all  complaints  and  troubles."", ""note"": """", ""proverb_number"": 42, ""origin"": ""Merrick, G. (1905). Hausa Proverbs. Public domain (archive.org/details/hausaproverbs00merrrich)."", ""license"": ""Public Domain"", ""dialect_assigned_default"": true}"
"Dauda'n gora achikki akan sha slii","proverb","8","{""source"": ""Hausa Proverbs"", ""genre"": ""proverb"", ""english_translation"": ""The  dirt  inside  a  gora  is  drunk  inside."", ""note"": ""Swallow  your  wrath. Gora,  a  water-bottle ;  note  that  it  is  pronounced differently  from  gora,  a  male  bamboo."", ""proverb_number"": 43, ""origin"": ""Merrick, G. (1905). Hausa Proverbs. Public domain (archive.org/details/hausaproverbs00merrrich)."", ""license"": ""Public Domain"", ""dialect_assigned_default"": true}"
"Sai kwarri ya chikka, saanan akan yi zagia","proverb","8","{""source"": ""Hausa Proverbs"", ""genre"": ""proverb"", ""english_translation"": ""Only  when  the  quiver  is  full  do  you  make  a  zagia."", ""note"": ""Don't  give  anything  away  until  your  own  wants  are satisfied. Zagia,  when  a  quiver  is  full  it  is  usual  to  pull  two or  three  arrows  out  a  little  so  that  they  may  be easily  got  at  if  suddenly  wanted ;  this  projection of  arrows  is  called  the  zagia."", ""proverb_number"": 44, ""origin"": ""Merrick, G. (1905). Hausa Proverbs. Public domain (archive.org/details/hausaproverbs00merrrich)."", ""license"": ""Public Domain"", ""dialect_assigned_default"": true}"
"KunkuiTU ya so dambe, ba shi da yasa","proverb","8","{""source"": ""Hausa Proverbs"", ""genre"": ""proverb"", ""english_translation"": ""The  tortoise  wishes  to  fight  with  his  fists,  but  he has  no  fingers. Impotent  wrath."", ""note"": """", ""proverb_number"": 45, ""origin"": ""Merrick, G. (1905). Hausa Proverbs. Public domain (archive.org/details/hausaproverbs00merrrich)."", ""license"": ""Public Domain"", ""dialect_assigned_default"": true}"
"Gero ya saba da ganni'n rua tun ba na","proverb","8","{""source"": ""Hausa Proverbs"", ""genre"": ""proverb"", ""english_translation"": ""surfesbi  ba."", ""note"": ""Gero  (millet)  has  seen  (has  been  familiar  with) w^ater  before  it  was  put  into  the  turmi  to have  its  skin  taken  off. If  a  man  asks  one  for  anything  and  is  refused,  he  may make  this  reply,  as  much  as  to  say,  ''  Ail  right,  I can  get  plenty  more.\""' Siirfee,  the  operation  of  taking  off  the  \""  dusa.\"" Apropos  of  this,  there  is  a  saying  describing  the disadvantages  of  being  without  a  wife.  '*  Sissikka, siirfee,  bakachi,  tankaddi,  nikka,  dakka,  dauka'n rua  aiki'n  gobro  (or  goro). Clearing  the  chaff,  taking  off  the  dusa,  sifting  the  gari, winnowing,  rubbing  on  stones,  pounding  in  a turmi,  are  all  work  which  a  bachelor  has  to  do. C"", ""proverb_number"": 46, ""origin"": ""Merrick, G. (1905). Hausa Proverbs. Public domain (archive.org/details/hausaproverbs00merrrich)."", ""license"": ""Public Domain"", ""dialect_assigned_default"": true}"
"Komi ya ke chikkin dan kaza, shafu ya","proverb","8","{""source"": ""Hausa Proverbs"", ""genre"": ""proverb"", ""english_translation"": ""deddi  da  sanninslii."", ""note"": ""Whatever  there  is  inside  a  chicken  the  hawk  has been  familiar  with  it  for  a  very  long  time. There  is  not  much  that  you  can  teach  me  about  that."", ""proverb_number"": 47, ""origin"": ""Merrick, G. (1905). Hausa Proverbs. Public domain (archive.org/details/hausaproverbs00merrrich)."", ""license"": ""Public Domain"", ""dialect_assigned_default"": true}"
"Ansan baki yana da ja'n myo, akan zubar","proverb","8","{""source"": ""Hausa Proverbs"", ""genre"": ""proverb"", ""english_translation"": ""da  fari."", ""note"": ""It  is  well  known  that  the  month  has  red  spittle (or  that  it  looks  red  in  the  mouth),  still white  comes  out. Though  spittle  in  the  mouth  looks  red,  still,  when  it comes  out,  it  is  white,  so,  though  you  are  hot  with anger,  let  it  come  out  cool. I  know  you  are  angry,  still  forgive  him."", ""proverb_number"": 48, ""origin"": ""Merrick, G. (1905). Hausa Proverbs. Public domain (archive.org/details/hausaproverbs00merrrich)."", ""license"": ""Public Domain"", ""dialect_assigned_default"": true}"
"Gishiri nema (na yi ma) main kadde daria'n","proverb","8","{""source"": ""Hausa Proverbs"", ""genre"": ""proverb"", ""english_translation"": ""rana,   randa    rua    ya   zo    gishiri   ya  ji kumia."", ""note"": ""Salt  laughs  at  mai'n  liadde  while  the  sun shines,  but  when  rain  comes  it  hides  its head. Mai'n  kadde,  shea  butter. He  laughs  best  who  laughs  last.     Vide  63."", ""proverb_number"": 49, ""origin"": ""Merrick, G. (1905). Hausa Proverbs. Public domain (archive.org/details/hausaproverbs00merrrich)."", ""license"": ""Public Domain"", ""dialect_assigned_default"": true}"
"Inda gainya'n doka daia ya fadi, asa gain-","proverb","8","{""source"": ""Hausa Proverbs"", ""genre"": ""proverb"", ""english_translation"": ""ya'n  dorowa  derri  ba  rufe  wurinn."", ""note"": ""Where  one  doTca  leaf  has  fallen,  it  would  require more  than  100  dorowa  leaves  to  fill  its place. 100  men  will  not  fill  the  place  of  the  man  who  has  been removed  or  died ;  you  will  never  get  one  so  good. The  leaf  of  the  doka  is  a  large  flat  one  ;  that  of  the dorowa   is   like   that   of  an  ash  tree  or  a  fern ; when  a  leaf  falls  all  the  side  pieces  (pinnae)  fall separately. Wurinn,  note  the  accent  on  the  \""  inn,\""  meaning  \""  in that  place.\"""", ""proverb_number"": 50, ""origin"": ""Merrick, G. (1905). Hausa Proverbs. Public domain (archive.org/details/hausaproverbs00merrrich)."", ""license"": ""Public Domain"", ""dialect_assigned_default"": true}"
"Idan gamba tana da dadi a nono, nono ma","proverb","8","{""source"": ""Hausa Proverbs"", ""genre"": ""proverb"", ""english_translation"": ""yana  da  dadi  a  wuri'n  gamba. If  gamha  is  pleasant  (to  drink)  with  sour  milk,"", ""note"": ""sour    milk    is     pleasant     to     drink    with gamha. Gamba,  the  flour  of  millet,  to  which  water  has  been added. If  he  likes  me,  I  like  him.     If  he  agrees,  I  do."", ""proverb_number"": 51, ""origin"": ""Merrick, G. (1905). Hausa Proverbs. Public domain (archive.org/details/hausaproverbs00merrrich)."", ""license"": ""Public Domain"", ""dialect_assigned_default"": true}"
